value/0/#text,value/0/@_name,value/1/#text,value/1/@_name,value/2/#text,value/2/@_name,value/3/#text,value/3/@_name,value/4/#text,value/4/@_name,value/5/#text,value/5/@_name
25820,id,35011,id_1,35045,id_2,Донецк готовится к параду в честь Дня республики,text_1,На улицы Донецка в День Республики вышли 43 тысячи человек,text_2,-1,class
25821,id,35046,id_1,35047,id_2,"Гендиректор ФК ""Спартак"" Асхабадзе покинет клуб по окончании сезона",text_1,Гендиректор «Спартака» покинет клуб,text_2,0,class
25822,id,35041,id_1,35048,id_2,Грецию пригласили стать членом банка развития БРИКС,text_1,Россия пригласила Грецию в Банк развития БРИКС,text_2,0,class
25823,id,35049,id_1,35050,id_2,"Жан-Мари Ле Пен объявил о создании нового движения, пишут СМИ",text_1,Жан-Мари Ле Пен объявил о создании нового политического движения,text_2,0,class
25824,id,35046,id_1,35051,id_2,"Гендиректор ФК ""Спартак"" Асхабадзе покинет клуб по окончании сезона",text_1,"Гендиректор ""Спартака"" уйдет из клуба",text_2,1,class
25826,id,35053,id_1,35054,id_2,Комитет ЕП призвал Евросоюз критически переоценить отношения с Россией,text_1,Комитет Европарламента призвал ЕС пересмотреть отношения с Россией,text_2,1,class
25828,id,35057,id_1,35058,id_2,Эксперты из России и Белоруссии направились с проверкой в Эстонию,text_1,Российские военные эксперты направились с проверкой в Эстонию,text_2,-1,class
25829,id,35059,id_1,35060,id_2,"Боксер Бойцов, находящийся в коме, пытался уйти от преследования",text_1,Боксер Денис Бойцов спасался в тоннеле от преследования,text_2,0,class
25830,id,35061,id_1,35062,id_2,Дуда обошел Коморовского в первом туре президентских выборов в Польше,text_1,ЦИК огласил результаты первого тура выборов в Польше,text_2,-1,class
25831,id,35063,id_1,35062,id_2,Избирком Польши частично обнародовал результаты президентских выборов,text_1,ЦИК огласил результаты первого тура выборов в Польше,text_2,-1,class
25832,id,35064,id_1,35065,id_2,Источник: премьер Греции во время ПМЭФ хочет встретиться с Путиным,text_1,Египетский министр ушел в отставку из-за высказывания о детях уборщиков,text_2,-1,class
25833,id,35066,id_1,35067,id_2,Картина Пабло Пикассо продана в Нью-Йорке за рекордные $179 млн,text_1,Картина Пикассо ушла с молотка по рекордной цене,text_2,0,class
25834,id,35068,id_1,35067,id_2,Картина Пикассо продана в США за рекордные 180 миллионов долларов,text_1,Картина Пикассо ушла с молотка по рекордной цене,text_2,0,class
25836,id,35071,id_1,35072,id_2,"""Указующий человек"" Джакометти стал самой дорогой скульптурой в мире",text_1,"Самой дорогой скульптурой в мире стал ""Указующий человек"" Джакометти",text_2,1,class
25837,id,35073,id_1,35072,id_2,Картина Пикассо стала самым дорогим произведением в мире,text_1,"Самой дорогой скульптурой в мире стал ""Указующий человек"" Джакометти",text_2,-1,class
25838,id,35074,id_1,35075,id_2,"Землетрясение магнитудой 5,3 произошло на севере Индонезии",text_1,"В Индонезии произошло землетрясение магнитудой 5,3",text_2,1,class
25839,id,35076,id_1,35077,id_2,Лужков назвал свою ферму примером для российского правительства,text_1,Лужков назвал российскую экономику «антинародной»,text_2,-1,class
25840,id,35078,id_1,35077,id_2,"Лужков считает, что экономика России ""антинародна"" и ""нежизнеспособна""",text_1,Лужков назвал российскую экономику «антинародной»,text_2,0,class
25841,id,35079,id_1,35080,id_2,Генпрокуратура начала блокировать сайты по продаже запрещенной еды,text_1,Генпрокуратура закрыла ряд сайтов за продажу сыра,text_2,0,class
25842,id,35081,id_1,35082,id_2,Две семьи редких обезьян похищены из зоопарка во Франции,text_1,Из зоопарка во Франции похищены 17 редких обезьян,text_2,0,class
25843,id,35083,id_1,35084,id_2,"Один человек погиб, четверо ранены в результате стрельбы в США",text_1,Три человека ранены при стрельбе около университета в США,text_2,-1,class
25844,id,35085,id_1,35086,id_2,Инвестпроекты по сокращению выбросов парниковых газов простимулируют,text_1,Правительство ужесточит ответственность за выброс парниковых газов,text_2,-1,class
25845,id,35087,id_1,35088,id_2,Президент Чехии допустил вступление России в Евросоюз через 20 лет,text_1,Президент Чехии допустил снятие антироссийских санкций ЕС до конца года,text_2,-1,class
25847,id,35090,id_1,35091,id_2,Ъ: российские ученые лишились зарубежных изданий из-за падения рубля,text_1,Российские ученые лишатся доступа к зарубежным научным изданиям,text_2,0,class
25848,id,35030,id_1,35092,id_2,Кремль: Решения о встрече Путина с Керри пока нет,text_1,Кремль подтвердил встречу Путина и Керри,text_2,-1,class
25849,id,35093,id_1,35092,id_2,Песков: повестка встречи Путина с Керри широкая,text_1,Кремль подтвердил встречу Путина и Керри,text_2,-1,class
25850,id,35094,id_1,35092,id_2,Путин встретится с Керри в Сочи во вторник,text_1,Кремль подтвердил встречу Путина и Керри,text_2,0,class
25851,id,35095,id_1,35092,id_2,"Госдеп: США считают, что встреча Путина с Керри в Сочи состоится",text_1,Кремль подтвердил встречу Путина и Керри,text_2,-1,class
25852,id,35029,id_1,35092,id_2,"Решение о встрече Путина с Керри в Сочи ещё не принято, сообщил Песков",text_1,Кремль подтвердил встречу Путина и Керри,text_2,-1,class
25853,id,35096,id_1,35097,id_2,"СМИ: власти США солгали о том, как был убит бен Ладен",text_1,"СМИ: США солгали о том, как был ликвидирован бен Ладен",text_2,1,class
25854,id,35098,id_1,35097,id_2,"СМИ: США и Японии должно быть стыдно, глядя на Россию и Китай",text_1,"СМИ: США солгали о том, как был ликвидирован бен Ладен",text_2,-1,class
25857,id,35101,id_1,35099,id_2,МИД России и Госдеп подтвердили сведения о встрече Лаврова и Керри в Сочи,text_1,Песков анонсировал встречу Путина и Керри в Сочи,text_2,-1,class
25858,id,35030,id_1,35099,id_2,Кремль: Решения о встрече Путина с Керри пока нет,text_1,Песков анонсировал встречу Путина и Керри в Сочи,text_2,-1,class
25859,id,35093,id_1,35099,id_2,Песков: повестка встречи Путина с Керри широкая,text_1,Песков анонсировал встречу Путина и Керри в Сочи,text_2,0,class
25860,id,35094,id_1,35099,id_2,Путин встретится с Керри в Сочи во вторник,text_1,Песков анонсировал встречу Путина и Керри в Сочи,text_2,0,class
25861,id,35102,id_1,35099,id_2,Госдеп: встреча Керри по Сирии в Сочи может стать шагом урегулирования,text_1,Песков анонсировал встречу Путина и Керри в Сочи,text_2,-1,class
25862,id,35095,id_1,35099,id_2,"Госдеп: США считают, что встреча Путина с Керри в Сочи состоится",text_1,Песков анонсировал встречу Путина и Керри в Сочи,text_2,-1,class
25863,id,35029,id_1,35099,id_2,"Решение о встрече Путина с Керри в Сочи ещё не принято, сообщил Песков",text_1,Песков анонсировал встречу Путина и Керри в Сочи,text_2,-1,class
25864,id,35103,id_1,35104,id_2,"В Непале произошло новое землетрясение магнитудой 7,0",text_1,В Непале зафиксировано новое землетрясение силой 7 баллов,text_2,1,class
25865,id,35105,id_1,35106,id_2,ОПЕК надеется на нефть по $76 за баррель к 2025 году,text_1,В Минфине предложили обнулить пошлину на нефть к 2025 году,text_2,-1,class
25866,id,35104,id_1,35107,id_2,В Непале зафиксировано новое землетрясение силой 7 баллов,text_1,"В Непале произошло землетрясение магнитудой 7,4",text_2,0,class
25867,id,35075,id_1,35107,id_2,"В Индонезии произошло землетрясение магнитудой 5,3",text_1,"В Непале произошло землетрясение магнитудой 7,4",text_2,-1,class
25868,id,35108,id_1,35106,id_2,СМИ: Минфин России предлагает снизить пошлину на нефть до нуля,text_1,В Минфине предложили обнулить пошлину на нефть к 2025 году,text_2,0,class
25869,id,35103,id_1,35107,id_2,"В Непале произошло новое землетрясение магнитудой 7,0",text_1,"В Непале произошло землетрясение магнитудой 7,4",text_2,0,class
25870,id,35074,id_1,35107,id_2,"Землетрясение магнитудой 5,3 произошло на севере Индонезии",text_1,"В Непале произошло землетрясение магнитудой 7,4",text_2,-1,class
25871,id,35107,id_1,35109,id_2,"В Непале произошло землетрясение магнитудой 7,4",text_1,"В Непале произошло новое сильное землетрясения магнитудой 7,4",text_2,0,class
25872,id,35107,id_1,35110,id_2,"В Непале произошло землетрясение магнитудой 7,4",text_1,"Сейсмологи уточнили магнитуду нового землетрясения в Непале - 7,4",text_2,1,class
25873,id,35109,id_1,35110,id_2,"В Непале произошло новое сильное землетрясения магнитудой 7,4",text_1,"Сейсмологи уточнили магнитуду нового землетрясения в Непале - 7,4",text_2,0,class
25875,id,35103,id_1,35109,id_2,"В Непале произошло новое землетрясение магнитудой 7,0",text_1,"В Непале произошло новое сильное землетрясения магнитудой 7,4",text_2,0,class
25876,id,35111,id_1,35112,id_2,Владимир Путин встретится в Сочи с Джоном Керри,text_1,Керри прибыл в Сочи для переговоров с Путиным и Лавровым,text_2,-1,class
25877,id,35113,id_1,35114,id_2,В Петербург и Москву опаздывают поезда из-за сошедшего с рельс локомотива в Твери,text_1,Сорок поездов задерживаются из-за схода локомотива в Твери,text_2,0,class
25878,id,35115,id_1,35116,id_2,Порошенко уволил посла Украины в Белоруссии,text_1,Порошенко уволил посла в Белоруссии,text_2,0,class
25880,id,35119,id_1,35120,id_2,Два человека погибли в Индии в результате землетрясений в Непале,text_1,Четыре человека погибли в результате нового землетрясения в Непале,text_2,-1,class
25881,id,35121,id_1,35120,id_2,Аэропорт в столице Непала закрыт в связи с новым землетрясением,text_1,Четыре человека погибли в результате нового землетрясения в Непале,text_2,-1,class
25882,id,35122,id_1,35120,id_2,По меньшей мере четыре человека стали жертвами землетрясений в Непале,text_1,Четыре человека погибли в результате нового землетрясения в Непале,text_2,1,class
25883,id,35123,id_1,35120,id_2,Четыре землетрясения зафиксированы в Непале во вторник,text_1,Четыре человека погибли в результате нового землетрясения в Непале,text_2,-1,class
25884,id,35103,id_1,35120,id_2,"В Непале произошло новое землетрясение магнитудой 7,0",text_1,Четыре человека погибли в результате нового землетрясения в Непале,text_2,-1,class
25885,id,35124,id_1,35125,id_2,СМИ: попавший в ДТП с туристами в Египте автобус принадлежал Blue Sky,text_1,СМИ сообщили о гибели россиянина в ДТП в Египте,text_2,-1,class
25886,id,35126,id_1,35125,id_2,Ростуризм: консульство не подтверждает гибель россиянина в Египте,text_1,СМИ сообщили о гибели россиянина в ДТП в Египте,text_2,-1,class
25887,id,35127,id_1,35125,id_2,"Ростуризм выясняет, были ли россияне автобусе, попавшем в ДТП в Египте",text_1,СМИ сообщили о гибели россиянина в ДТП в Египте,text_2,-1,class
25888,id,35128,id_1,35129,id_2,Китай и Россия продолжают сближение,text_1,"Робертс: ни Россия, ни Китай уже не станут частью ""вассалитета"" США",text_2,-1,class
25889,id,35130,id_1,35131,id_2,"Песков: никакой роли авторство акции ""Бессмертный полк"" не играет",text_1,"Песков: Авторство ""Бессмертного полка"" не играет никакой роли",text_2,1,class
25890,id,35120,id_1,35132,id_2,Четыре человека погибли в результате нового землетрясения в Непале,text_1,Жертвами нового землетрясения в Непале стали 26 человек,text_2,-1,class
25891,id,35104,id_1,35132,id_2,В Непале зафиксировано новое землетрясение силой 7 баллов,text_1,Жертвами нового землетрясения в Непале стали 26 человек,text_2,-1,class
25892,id,35119,id_1,35132,id_2,Два человека погибли в Индии в результате землетрясений в Непале,text_1,Жертвами нового землетрясения в Непале стали 26 человек,text_2,-1,class
25893,id,35121,id_1,35132,id_2,Аэропорт в столице Непала закрыт в связи с новым землетрясением,text_1,Жертвами нового землетрясения в Непале стали 26 человек,text_2,-1,class
25894,id,35122,id_1,35132,id_2,По меньшей мере четыре человека стали жертвами землетрясений в Непале,text_1,Жертвами нового землетрясения в Непале стали 26 человек,text_2,-1,class
25895,id,35103,id_1,35132,id_2,"В Непале произошло новое землетрясение магнитудой 7,0",text_1,Жертвами нового землетрясения в Непале стали 26 человек,text_2,-1,class
25896,id,35133,id_1,35132,id_2,"Число жертв землетрясения в Непале превысило 8,1 тысячи человек",text_1,Жертвами нового землетрясения в Непале стали 26 человек,text_2,-1,class
25897,id,35134,id_1,35135,id_2,Мизулина: дети в РФ проявляют повышенный интерес к сайтам об оружии,text_1,Мизулина рассказала о повышенном интересе российских детей к оружию,text_2,0,class
25898,id,35136,id_1,35137,id_2,Москва призывает США заняться решением проблем с правами человека,text_1,В ООН раскритиковали отношение к правам человека в США,text_2,-1,class
25899,id,35138,id_1,35137,id_2,Страны ООН раскритиковали ситуацию с правами человека в США,text_1,В ООН раскритиковали отношение к правам человека в США,text_2,0,class
25900,id,35139,id_1,35140,id_2,МЧС России открыло горячую линию из-за ДТП с автобусом в Египте,text_1,"В связи с гибелью российского туриста в Египте открыли ""горячую линию""",text_2,0,class
25901,id,35141,id_1,35142,id_2,"Кремль отреагировал на планы Порошенко ""освободить"" донецкий аэропорт",text_1,В Кремле отреагировали на обещание Порошенко вернуть донецкий аэропорт,text_2,1,class
25902,id,35143,id_1,35144,id_2,Верховная рада отменила военный сбор при обмене валюты,text_1,На Украине отменен военный сбор при обмене валюты,text_2,0,class
25903,id,35145,id_1,35146,id_2,"ДНР и ЛНР направили ОБСЕ, Москве и Киеву условия по выборам в Донбассе",text_1,В ЛНР и ДНР назвали условия проведения выборов,text_2,0,class
25904,id,35147,id_1,35146,id_2,ДНР и ЛНР: выборы в Донбассе возможны лишь после отмены спецоперации,text_1,В ЛНР и ДНР назвали условия проведения выборов,text_2,0,class
25905,id,35148,id_1,35149,id_2,На параде Победы Путин выкатил ядерное оружие,text_1,"Путин поблагодарил Шойгу и всех, кто принимал участие в параде Победы",text_2,-1,class
25906,id,35150,id_1,35151,id_2,"""Вертолеты России"" создадут для Минобороны тяжелые беспилотники",text_1,В России создадут перспективный средний коммерческий вертолет,text_2,-1,class
25908,id,35143,id_1,35154,id_2,Верховная рада отменила военный сбор при обмене валюты,text_1,Украина отменила военный сбор при обмене валюты,text_2,0,class
25909,id,35155,id_1,35156,id_2,Число жертв нового землетрясения в Непале возросло до 36 человек,text_1,Жертвами нового землетрясения в Непале стали 36 человек,text_2,0,class
25910,id,35119,id_1,35156,id_2,Два человека погибли в Индии в результате землетрясений в Непале,text_1,Жертвами нового землетрясения в Непале стали 36 человек,text_2,-1,class
25911,id,35121,id_1,35156,id_2,Аэропорт в столице Непала закрыт в связи с новым землетрясением,text_1,Жертвами нового землетрясения в Непале стали 36 человек,text_2,-1,class
25912,id,35122,id_1,35156,id_2,По меньшей мере четыре человека стали жертвами землетрясений в Непале,text_1,Жертвами нового землетрясения в Непале стали 36 человек,text_2,-1,class
25913,id,35103,id_1,35156,id_2,"В Непале произошло новое землетрясение магнитудой 7,0",text_1,Жертвами нового землетрясения в Непале стали 36 человек,text_2,-1,class
25914,id,35133,id_1,35156,id_2,"Число жертв землетрясения в Непале превысило 8,1 тысячи человек",text_1,Жертвами нового землетрясения в Непале стали 36 человек,text_2,-1,class
25915,id,35157,id_1,35158,id_2,Жена боксера: расходы на лечение Бойцова покрывает страховка,text_1,Жена Бойцова рассказала о стабилизации состояния боксера,text_2,-1,class
25916,id,35159,id_1,35158,id_2,"Состояние боксера Бойцова нормализуется, сообщила его жена",text_1,Жена Бойцова рассказала о стабилизации состояния боксера,text_2,1,class
25918,id,35162,id_1,35163,id_2,"Лавров подарил Керри помидоры, картошку и футболку с символикой Победы",text_1,Сергей Лавров подарил Джону Керри помидоры и картофель,text_2,-1,class
25919,id,35164,id_1,35165,id_2,"ВОЗ рассчитывает, что вспышка Эболы в Сьерра-Леоне будет краткой",text_1,ВОЗ: Вспышка Эболы в Сьерра-Леоне завершится через три месяца,text_2,0,class
25921,id,35163,id_1,35168,id_2,Сергей Лавров подарил Джону Керри помидоры и картофель,text_1,Лавров подарил Керри овощи и футболку,text_2,-1,class
25922,id,35162,id_1,35168,id_2,"Лавров подарил Керри помидоры, картошку и футболку с символикой Победы",text_1,Лавров подарил Керри овощи и футболку,text_2,0,class
25923,id,35169,id_1,35168,id_2,"Военный суд в Ростове начнет слушания по делу боевика ""Магаса""",text_1,Лавров подарил Керри овощи и футболку,text_2,-1,class
25924,id,35170,id_1,35171,id_2,Не менее 90 человек погибли в столице Йемена в результате авиаударов,text_1,СМИ: 90 человек погибли в Йемене из-за авиаударов,text_2,1,class
25926,id,35111,id_1,35174,id_2,Владимир Путин встретится в Сочи с Джоном Керри,text_1,Путин проводит в Сочи встречу с Керри и Лавровым,text_2,-1,class
25927,id,35175,id_1,35176,id_2,"Керри заявил, что рассчитывает на результативные переговоры с Лавровым",text_1,Лавров охарактеризовал переговоры с Керри одним словом,text_2,-1,class
25928,id,35112,id_1,35176,id_2,Керри прибыл в Сочи для переговоров с Путиным и Лавровым,text_1,Лавров охарактеризовал переговоры с Керри одним словом,text_2,-1,class
25929,id,35177,id_1,35176,id_2,Лавров и Керри проведут переговоры во вторник в Сочи,text_1,Лавров охарактеризовал переговоры с Керри одним словом,text_2,-1,class
25930,id,35174,id_1,35178,id_2,Путин проводит в Сочи встречу с Керри и Лавровым,text_1,В Сочи началась встреча Путина и Керри,text_2,0,class
25931,id,35112,id_1,35178,id_2,Керри прибыл в Сочи для переговоров с Путиным и Лавровым,text_1,В Сочи началась встреча Путина и Керри,text_2,-1,class
25932,id,35093,id_1,35178,id_2,Песков: повестка встречи Путина с Керри широкая,text_1,В Сочи началась встреча Путина и Керри,text_2,-1,class
25933,id,35094,id_1,35178,id_2,Путин встретится с Керри в Сочи во вторник,text_1,В Сочи началась встреча Путина и Керри,text_2,-1,class
25934,id,35179,id_1,35178,id_2,Путин во вторник начнет в Сочи серию совещаний по развитию ОПК,text_1,В Сочи началась встреча Путина и Керри,text_2,-1,class
25935,id,35102,id_1,35178,id_2,Госдеп: встреча Керри по Сирии в Сочи может стать шагом урегулирования,text_1,В Сочи началась встреча Путина и Керри,text_2,-1,class
25936,id,35095,id_1,35178,id_2,"Госдеп: США считают, что встреча Путина с Керри в Сочи состоится",text_1,В Сочи началась встреча Путина и Керри,text_2,-1,class
25937,id,35029,id_1,35178,id_2,"Решение о встрече Путина с Керри в Сочи ещё не принято, сообщил Песков",text_1,В Сочи началась встреча Путина и Керри,text_2,-1,class
25939,id,35180,id_1,35181,id_2,"Имущество фонда ""Крым"" Мустафы Джемилева будет передано ДУМ Крыма",text_1,Имущество фонда Мустафы Джемилева отдадут крымским мусульманам,text_2,0,class
25941,id,35172,id_1,35184,id_2,Шкиряк ушел в отставку после скандала с эвакуацией украинцев из Непала,text_1,Глава украинского МЧС уволился после скандалов с эвакуацией из Непала,text_2,0,class
25942,id,35185,id_1,35186,id_2,"Прокурор просит для борца Емельяненко 5 лет колонии, сообщил адвокат",text_1,Александру Емельяненко грозят 5 лет колонии и штраф в 60 тысяч,text_2,0,class
25943,id,35149,id_1,35187,id_2,"Путин поблагодарил Шойгу и всех, кто принимал участие в параде Победы",text_1,Владимир Путин поблагодарил Сергея Шойгу за Парад Победы,text_2,0,class
25944,id,35148,id_1,35187,id_2,На параде Победы Путин выкатил ядерное оружие,text_1,Владимир Путин поблагодарил Сергея Шойгу за Парад Победы,text_2,-1,class
25945,id,35188,id_1,35189,id_2,Главред RT сообщила о взломе сайта телеканала,text_1,Сайт телеканала RT подвергся хакерской атаке,text_2,1,class
25946,id,35190,id_1,35191,id_2,Россия была права: разговоры о сланцевом газе в Европе оказались пустышкой,text_1,"Bloomberg: Россия была права, сланцевая революция в Европе - пустышка",text_2,0,class
25948,id,35193,id_1,35194,id_2,Браки с трансгендерами могут запретить,text_1,Депутаты предложили запретить браки с трансгендерами,text_2,1,class
25949,id,35192,id_1,35194,id_2,Законопроект о запрете браков с трансгендерами внесен в Госдуму,text_1,Депутаты предложили запретить браки с трансгендерами,text_2,1,class
25950,id,35195,id_1,35196,id_2,Порошенко попросил главу Facebook открыть на Украине представительство,text_1,Порошенко попросил Цукерберга открыть офис Facebook на Украине,text_2,0,class
25951,id,35197,id_1,35196,id_2,ООН не подтверждает открытие офиса на Украине,text_1,Порошенко попросил Цукерберга открыть офис Facebook на Украине,text_2,-1,class
25953,id,35200,id_1,35201,id_2,"РКК ""Энергия"": США помогали разобраться с причинами аварии ""Прогресса""",text_1,"Роскосмос назвал причины аварии ""Прогресса""",text_2,-1,class
25954,id,35202,id_1,35201,id_2,"Роскосмос: рабочая группа к 22 мая определит причины ЧП с ""Прогрессом""",text_1,"Роскосмос назвал причины аварии ""Прогресса""",text_2,-1,class
25955,id,35203,id_1,35204,id_2,Боевые корабли России и КНР отправились на учение в Средиземное море,text_1,Корабли ВМФ России и Китая отправились на учения в Средиземном море,text_2,1,class
25956,id,35201,id_1,35205,id_2,"Роскосмос назвал причины аварии ""Прогресса""",text_1,Роскосмос назвал причину потери «Прогресса»,text_2,0,class
25957,id,35202,id_1,35205,id_2,"Роскосмос: рабочая группа к 22 мая определит причины ЧП с ""Прогрессом""",text_1,Роскосмос назвал причину потери «Прогресса»,text_2,-1,class
25958,id,35206,id_1,35207,id_2,"Три человека погибли, более 300 пострадали при землетрясении в Непале",text_1,МИД: Российские дипломаты не пострадали при землетрясении в Непале,text_2,-1,class
25959,id,35208,id_1,35209,id_2,"Продажи АвтоВАЗа в России в апреле сократились на 38,3%",text_1,Продажи «АвтоВАЗа» в России рухнули на треть,text_2,0,class
25960,id,35210,id_1,35211,id_2,Минтруд обсудит идею внесения личного взноса на накопительную пенсию,text_1,Личный взнос на накопительную пенсию будут платить из зарплаты,text_2,-1,class
25961,id,35212,id_1,35213,id_2,Российский рынок акций открылся разнонаправленным изменением индексов,text_1,Во Франции неизвестные подожгли три дозиметрических лаборатории,text_2,-1,class
25962,id,35214,id_1,35215,id_2,МИД РФ: Попытки давить на Россию санкциями - тупиковый путь,text_1,МИД РФ: попытки давить на Россию с помощью санкций - тупиковый путь,text_2,1,class
25963,id,35216,id_1,35214,id_2,МИД РФ: Россия готова к конструктивному взаимодействию с США,text_1,МИД РФ: Попытки давить на Россию санкциями - тупиковый путь,text_2,-1,class
25964,id,35217,id_1,35214,id_2,МИД РФ: сотрудничество России и США возможно на равноправной основе,text_1,МИД РФ: Попытки давить на Россию санкциями - тупиковый путь,text_2,-1,class
25965,id,35175,id_1,35218,id_2,"Керри заявил, что рассчитывает на результативные переговоры с Лавровым",text_1,В МИД подвели итоги переговоров Лаврова с Керри,text_2,-1,class
25966,id,35112,id_1,35218,id_2,Керри прибыл в Сочи для переговоров с Путиным и Лавровым,text_1,В МИД подвели итоги переговоров Лаврова с Керри,text_2,-1,class
25967,id,35177,id_1,35218,id_2,Лавров и Керри проведут переговоры во вторник в Сочи,text_1,В МИД подвели итоги переговоров Лаврова с Керри,text_2,-1,class
25968,id,35219,id_1,35220,id_2,Истребитель США разбился после взлета с авианосца в Персидском заливе,text_1,Американский истребитель упал в Персидский залив,text_2,0,class
25969,id,35211,id_1,35221,id_2,Личный взнос на накопительную пенсию будут платить из зарплаты,text_1,Минтруд вернулся к идее ввести личный взнос на накопительную пенсию,text_2,0,class
25970,id,35210,id_1,35221,id_2,Минтруд обсудит идею внесения личного взноса на накопительную пенсию,text_1,Минтруд вернулся к идее ввести личный взнос на накопительную пенсию,text_2,1,class
25971,id,35195,id_1,35222,id_2,Порошенко попросил главу Facebook открыть на Украине представительство,text_1,Порошенко попросил Цукерберга открыть офис Facebook на Украине,text_2,0,class
25972,id,35223,id_1,35224,id_2,Пехотинцы США и солдаты из Непала были на борту пропавшего вертолета,text_1,В Непале пропал вертолет США с 8 военными на борту,text_2,-1,class
25973,id,35225,id_1,35224,id_2,Военный вертолет США пропал в Непале,text_1,В Непале пропал вертолет США с 8 военными на борту,text_2,0,class
25974,id,35226,id_1,35227,id_2,"Путин и Керри обсудили ситуацию на Украине, сообщил Ушаков",text_1,Путин и Керри обсудили ситуацию на Украине,text_2,1,class
25975,id,35228,id_1,35227,id_2,Ушаков: Путин разъяснил Керри позицию России по миротворцам на Украине,text_1,Путин и Керри обсудили ситуацию на Украине,text_2,-1,class
25976,id,35094,id_1,35227,id_2,Путин встретится с Керри в Сочи во вторник,text_1,Путин и Керри обсудили ситуацию на Украине,text_2,-1,class
25977,id,35092,id_1,35229,id_2,Кремль подтвердил встречу Путина и Керри,text_1,Встреча Путина с Керри продолжалась четыре часа,text_2,-1,class
25978,id,35178,id_1,35229,id_2,В Сочи началась встреча Путина и Керри,text_1,Встреча Путина с Керри продолжалась четыре часа,text_2,-1,class
25979,id,35230,id_1,35229,id_2,"Керри на встрече с Путиным попробовал ""Абрау-Дюрсо"", сообщил Ушаков",text_1,Встреча Путина с Керри продолжалась четыре часа,text_2,-1,class
25980,id,35231,id_1,35229,id_2,Встреча Путина с Лавровым и Керри продлилась около четырех часов,text_1,Встреча Путина с Керри продолжалась четыре часа,text_2,1,class
25981,id,35232,id_1,35229,id_2,"Встреча Путина с Лавровым и Керри продолжается 2,5 часа",text_1,Встреча Путина с Керри продолжалась четыре часа,text_2,-1,class
25982,id,35174,id_1,35229,id_2,Путин проводит в Сочи встречу с Керри и Лавровым,text_1,Встреча Путина с Керри продолжалась четыре часа,text_2,-1,class
25983,id,35093,id_1,35229,id_2,Песков: повестка встречи Путина с Керри широкая,text_1,Встреча Путина с Керри продолжалась четыре часа,text_2,-1,class
25984,id,35094,id_1,35229,id_2,Путин встретится с Керри в Сочи во вторник,text_1,Встреча Путина с Керри продолжалась четыре часа,text_2,-1,class
25985,id,35111,id_1,35229,id_2,Владимир Путин встретится в Сочи с Джоном Керри,text_1,Встреча Путина с Керри продолжалась четыре часа,text_2,-1,class
25986,id,35219,id_1,35233,id_2,Истребитель США разбился после взлета с авианосца в Персидском заливе,text_1,В Персидском заливе потерпел крушение американский истребитель,text_2,0,class
25987,id,35234,id_1,35235,id_2,Путин досрочно прекратил полномочия губернатора Ленинградской области,text_1,Путин досрочно прекратил полномочия губернатора Ленобласти,text_2,1,class
25988,id,35236,id_1,35237,id_2,Керри: попытки Киева отбить аэропорт Донецка были бы деструктивны,text_1,Керри назвал деструктивными возможные попытки Киева отбить аэропорт Донецка,text_2,1,class
25990,id,35239,id_1,35240,id_2,"Прибыль Банка России в 2014 году выросла на 41%, до 183,6 млрд рублей",text_1,Доходы руководителей Банка России за год выросли почти на 3 млн руб.,text_2,-1,class
25991,id,35236,id_1,35241,id_2,Керри: попытки Киева отбить аэропорт Донецка были бы деструктивны,text_1,Керри предостерег Порошенко от попытки отбить у ДНР аэропорт Донецка,text_2,0,class
25992,id,35242,id_1,35241,id_2,ДНР: возобновление работы аэропорта Донецка не первоочередная задача,text_1,Керри предостерег Порошенко от попытки отбить у ДНР аэропорт Донецка,text_2,-1,class
25993,id,35243,id_1,35241,id_2,ДНР: заявления Порошенко об аэропорте нарушают минские соглашения,text_1,Керри предостерег Порошенко от попытки отбить у ДНР аэропорт Донецка,text_2,-1,class
25994,id,35244,id_1,35245,id_2,Число жертв в Индии в результате землетрясения в Непале выросло до 17,text_1,Число жертв землетрясения в Непале достигло 57,text_2,-1,class
25995,id,35246,id_1,35245,id_2,Число жертв нового землетрясения в Непале увеличилось до 42,text_1,Число жертв землетрясения в Непале достигло 57,text_2,-1,class
25996,id,35155,id_1,35245,id_2,Число жертв нового землетрясения в Непале возросло до 36 человек,text_1,Число жертв землетрясения в Непале достигло 57,text_2,-1,class
25997,id,35122,id_1,35245,id_2,По меньшей мере четыре человека стали жертвами землетрясений в Непале,text_1,Число жертв землетрясения в Непале достигло 57,text_2,-1,class
25998,id,35133,id_1,35245,id_2,"Число жертв землетрясения в Непале превысило 8,1 тысячи человек",text_1,Число жертв землетрясения в Непале достигло 57,text_2,-1,class
25999,id,35247,id_1,35248,id_2,Доллар упал ниже 50 рублей впервые с 6 мая,text_1,Курс доллара опустился ниже 50 рублей,text_2,0,class
26000,id,35249,id_1,35248,id_2,"Рубль уверенно растет, доллар приблизился к 50 рублям благодаря нефти",text_1,Курс доллара опустился ниже 50 рублей,text_2,-1,class
26001,id,35250,id_1,35248,id_2,"Средневзвешенный курс доллара на ЕТС вырос до 50,91 рубля",text_1,Курс доллара опустился ниже 50 рублей,text_2,-1,class
