,value/0/#text,value/0/@_name,value/1/#text,value/1/@_name,value/2/#text,value/2/@_name,value/3/#text,value/3/@_name,value/4/#text,value/4/@_name,value/5/#text,value/5/@_name
410,25936,id,35095,id_1,35178,id_2,"Госдеп: США считают, что встреча Путина с Керри в Сочи состоится",text_1,В Сочи началась встреча Путина и Керри,text_2,-1,class
411,25937,id,35029,id_1,35178,id_2,"Решение о встрече Путина с Керри в Сочи ещё не принято, сообщил Песков",text_1,В Сочи началась встреча Путина и Керри,text_2,-1,class
416,25944,id,35148,id_1,35187,id_2,На параде Победы Путин выкатил ядерное оружие,text_1,Владимир Путин поблагодарил Сергея Шойгу за Парад Победы,text_2,-1,class
422,25951,id,35197,id_1,35196,id_2,ООН не подтверждает открытие офиса на Украине,text_1,Порошенко попросил Цукерберга открыть офис Facebook на Украине,text_2,-1,class
423,25953,id,35200,id_1,35201,id_2,"РКК ""Энергия"": США помогали разобраться с причинами аварии ""Прогресса""",text_1,"Роскосмос назвал причины аварии ""Прогресса""",text_2,-1,class
424,25954,id,35202,id_1,35201,id_2,"Роскосмос: рабочая группа к 22 мая определит причины ЧП с ""Прогрессом""",text_1,"Роскосмос назвал причины аварии ""Прогресса""",text_2,-1,class
427,25957,id,35202,id_1,35205,id_2,"Роскосмос: рабочая группа к 22 мая определит причины ЧП с ""Прогрессом""",text_1,Роскосмос назвал причину потери «Прогресса»,text_2,-1,class
428,25958,id,35206,id_1,35207,id_2,"Три человека погибли, более 300 пострадали при землетрясении в Непале",text_1,МИД: Российские дипломаты не пострадали при землетрясении в Непале,text_2,-1,class
430,25960,id,35210,id_1,35211,id_2,Минтруд обсудит идею внесения личного взноса на накопительную пенсию,text_1,Личный взнос на накопительную пенсию будут платить из зарплаты,text_2,-1,class
431,25961,id,35212,id_1,35213,id_2,Российский рынок акций открылся разнонаправленным изменением индексов,text_1,Во Франции неизвестные подожгли три дозиметрических лаборатории,text_2,-1,class
433,25963,id,35216,id_1,35214,id_2,МИД РФ: Россия готова к конструктивному взаимодействию с США,text_1,МИД РФ: Попытки давить на Россию санкциями - тупиковый путь,text_2,-1,class
434,25964,id,35217,id_1,35214,id_2,МИД РФ: сотрудничество России и США возможно на равноправной основе,text_1,МИД РФ: Попытки давить на Россию санкциями - тупиковый путь,text_2,-1,class
435,25965,id,35175,id_1,35218,id_2,"Керри заявил, что рассчитывает на результативные переговоры с Лавровым",text_1,В МИД подвели итоги переговоров Лаврова с Керри,text_2,-1,class
436,25966,id,35112,id_1,35218,id_2,Керри прибыл в Сочи для переговоров с Путиным и Лавровым,text_1,В МИД подвели итоги переговоров Лаврова с Керри,text_2,-1,class
437,25967,id,35177,id_1,35218,id_2,Лавров и Керри проведут переговоры во вторник в Сочи,text_1,В МИД подвели итоги переговоров Лаврова с Керри,text_2,-1,class
442,25972,id,35223,id_1,35224,id_2,Пехотинцы США и солдаты из Непала были на борту пропавшего вертолета,text_1,В Непале пропал вертолет США с 8 военными на борту,text_2,-1,class
445,25975,id,35228,id_1,35227,id_2,Ушаков: Путин разъяснил Керри позицию России по миротворцам на Украине,text_1,Путин и Керри обсудили ситуацию на Украине,text_2,-1,class
446,25976,id,35094,id_1,35227,id_2,Путин встретится с Керри в Сочи во вторник,text_1,Путин и Керри обсудили ситуацию на Украине,text_2,-1,class
447,25977,id,35092,id_1,35229,id_2,Кремль подтвердил встречу Путина и Керри,text_1,Встреча Путина с Керри продолжалась четыре часа,text_2,-1,class
448,25978,id,35178,id_1,35229,id_2,В Сочи началась встреча Путина и Керри,text_1,Встреча Путина с Керри продолжалась четыре часа,text_2,-1,class
449,25979,id,35230,id_1,35229,id_2,"Керри на встрече с Путиным попробовал ""Абрау-Дюрсо"", сообщил Ушаков",text_1,Встреча Путина с Керри продолжалась четыре часа,text_2,-1,class
451,25981,id,35232,id_1,35229,id_2,"Встреча Путина с Лавровым и Керри продолжается 2,5 часа",text_1,Встреча Путина с Керри продолжалась четыре часа,text_2,-1,class
452,25982,id,35174,id_1,35229,id_2,Путин проводит в Сочи встречу с Керри и Лавровым,text_1,Встреча Путина с Керри продолжалась четыре часа,text_2,-1,class
453,25983,id,35093,id_1,35229,id_2,Песков: повестка встречи Путина с Керри широкая,text_1,Встреча Путина с Керри продолжалась четыре часа,text_2,-1,class
454,25984,id,35094,id_1,35229,id_2,Путин встретится с Керри в Сочи во вторник,text_1,Встреча Путина с Керри продолжалась четыре часа,text_2,-1,class
455,25985,id,35111,id_1,35229,id_2,Владимир Путин встретится в Сочи с Джоном Керри,text_1,Встреча Путина с Керри продолжалась четыре часа,text_2,-1,class
459,25990,id,35239,id_1,35240,id_2,"Прибыль Банка России в 2014 году выросла на 41%, до 183,6 млрд рублей",text_1,Доходы руководителей Банка России за год выросли почти на 3 млн руб.,text_2,-1,class
461,25992,id,35242,id_1,35241,id_2,ДНР: возобновление работы аэропорта Донецка не первоочередная задача,text_1,Керри предостерег Порошенко от попытки отбить у ДНР аэропорт Донецка,text_2,-1,class
462,25993,id,35243,id_1,35241,id_2,ДНР: заявления Порошенко об аэропорте нарушают минские соглашения,text_1,Керри предостерег Порошенко от попытки отбить у ДНР аэропорт Донецка,text_2,-1,class
463,25994,id,35244,id_1,35245,id_2,Число жертв в Индии в результате землетрясения в Непале выросло до 17,text_1,Число жертв землетрясения в Непале достигло 57,text_2,-1,class
464,25995,id,35246,id_1,35245,id_2,Число жертв нового землетрясения в Непале увеличилось до 42,text_1,Число жертв землетрясения в Непале достигло 57,text_2,-1,class
465,25996,id,35155,id_1,35245,id_2,Число жертв нового землетрясения в Непале возросло до 36 человек,text_1,Число жертв землетрясения в Непале достигло 57,text_2,-1,class
466,25997,id,35122,id_1,35245,id_2,По меньшей мере четыре человека стали жертвами землетрясений в Непале,text_1,Число жертв землетрясения в Непале достигло 57,text_2,-1,class
467,25998,id,35133,id_1,35245,id_2,"Число жертв землетрясения в Непале превысило 8,1 тысячи человек",text_1,Число жертв землетрясения в Непале достигло 57,text_2,-1,class
469,26000,id,35249,id_1,35248,id_2,"Рубль уверенно растет, доллар приблизился к 50 рублям благодаря нефти",text_1,Курс доллара опустился ниже 50 рублей,text_2,-1,class
470,26001,id,35250,id_1,35248,id_2,"Средневзвешенный курс доллара на ЕТС вырос до 50,91 рубля",text_1,Курс доллара опустился ниже 50 рублей,text_2,-1,class
471,26002,id,35251,id_1,35252,id_2,В Японии хотят наказывать за запуск беспилотников над госучреждениями,text_1,Ошибка на миллион: как пермяк пытается разбогатеть на сбое в Сбербанка,text_2,-1,class
472,26003,id,35253,id_1,35254,id_2,Глава МИД Украины: режим прекращения огня в Донбассе не соблюдается,text_1,Режим прекращения огня начался в Йемене,text_2,-1,class
474,26005,id,35249,id_1,35255,id_2,"Рубль уверенно растет, доллар приблизился к 50 рублям благодаря нефти",text_1,Курс доллара опустился ниже 50 рублей,text_2,-1,class
475,26006,id,35250,id_1,35255,id_2,"Средневзвешенный курс доллара на ЕТС вырос до 50,91 рубля",text_1,Курс доллара опустился ниже 50 рублей,text_2,-1,class
477,26008,id,35258,id_1,35259,id_2,Корабль ВМС Ирана будет сопровождать судно с гумпомощью для Йемена,text_1,Иран пригрозил войной при нападении на его корабль с помощью для Йемена,text_2,-1,class
479,26010,id,35262,id_1,35263,id_2,"Бурение Shell на шельфе Аляски проверит, есть ли жизнь после сланцев",text_1,Экологи: Бурение Shell на шельфе Аляски угрожает России,text_2,-1,class
481,26013,id,35268,id_1,35269,id_2,Глава МИД Канады: Оттава не признает вхождение Крыма в состав России,text_1,Глава МИД Турции осудил действия России на Украине и в Крыму,text_2,-1,class
482,26014,id,35270,id_1,35269,id_2,Глава МИД России и госсекретарь США встретились в Сочи,text_1,Глава МИД Турции осудил действия России на Украине и в Крыму,text_2,-1,class
484,26016,id,35258,id_1,35272,id_2,Корабль ВМС Ирана будет сопровождать судно с гумпомощью для Йемена,text_1,Иран начнет войну в случае атаки на его судно с гумпомощью для Йемена,text_2,-1,class
485,26017,id,35217,id_1,35273,id_2,МИД РФ: сотрудничество России и США возможно на равноправной основе,text_1,США увеличили расходы на «поддержку демократии» в России,text_2,-1,class
486,26018,id,35274,id_1,35273,id_2,Керри подчеркнул необходимость поддержания контактов России и США,text_1,США увеличили расходы на «поддержку демократии» в России,text_2,-1,class
491,26023,id,35276,id_1,35282,id_2,Билл Клинтон вернется в Белый дом в случае победы Хиллари на выборах,text_1,Билл Клинтон выразил надежду на возвращение в Белый дом,text_2,-1,class
492,26024,id,35275,id_1,35282,id_2,"Билл Клинтон готов вернуться в Белый дом, если жена победит на выборах",text_1,Билл Клинтон выразил надежду на возвращение в Белый дом,text_2,-1,class
494,26026,id,35285,id_1,35286,id_2,В результате стрельбы в военном лагере в Южной Корее погиб мужчина,text_1,Число погибших при стрельбе в военном лагере в Сеуле возросло до двух,text_2,-1,class
495,26027,id,35287,id_1,35288,id_2,Взрывы в Багдаде унесли жизни 15 человек,text_1,Новое землетрясение в Непале унесло жизни 65 человек,text_2,-1,class
496,26028,id,35246,id_1,35288,id_2,Число жертв нового землетрясения в Непале увеличилось до 42,text_1,Новое землетрясение в Непале унесло жизни 65 человек,text_2,-1,class
497,26029,id,35155,id_1,35288,id_2,Число жертв нового землетрясения в Непале возросло до 36 человек,text_1,Новое землетрясение в Непале унесло жизни 65 человек,text_2,-1,class
498,26030,id,35119,id_1,35288,id_2,Два человека погибли в Индии в результате землетрясений в Непале,text_1,Новое землетрясение в Непале унесло жизни 65 человек,text_2,-1,class
499,26031,id,35121,id_1,35288,id_2,Аэропорт в столице Непала закрыт в связи с новым землетрясением,text_1,Новое землетрясение в Непале унесло жизни 65 человек,text_2,-1,class
500,26032,id,35103,id_1,35288,id_2,"В Непале произошло новое землетрясение магнитудой 7,0",text_1,Новое землетрясение в Непале унесло жизни 65 человек,text_2,-1,class
503,26035,id,35278,id_1,35291,id_2,Не менее 50 человек пострадали в результате крушения поезда в США,text_1,Жертвами крушения пассажирского поезда в США стали не менее пяти человек,text_2,-1,class
507,26039,id,35285,id_1,35292,id_2,В результате стрельбы в военном лагере в Южной Корее погиб мужчина,text_1,В результате стрельбы в военном лагере в Сеуле погибли два человека,text_2,-1,class
508,26040,id,35119,id_1,35292,id_2,Два человека погибли в Индии в результате землетрясений в Непале,text_1,В результате стрельбы в военном лагере в Сеуле погибли два человека,text_2,-1,class
514,26048,id,35306,id_1,35307,id_2,ДНР и ЛНР просят конституционно закрепить внеблоковый статус Украины,text_1,ДНР и ЛНР представили Киеву предложения по изменению конституции Украины,text_2,-1,class
518,26053,id,35145,id_1,35311,id_2,"ДНР и ЛНР направили ОБСЕ, Москве и Киеву условия по выборам в Донбассе",text_1,ДНР и ЛНР предложили конституционно закрепить особый статус Донбасса,text_2,-1,class
519,26054,id,35147,id_1,35311,id_2,ДНР и ЛНР: выборы в Донбассе возможны лишь после отмены спецоперации,text_1,ДНР и ЛНР предложили конституционно закрепить особый статус Донбасса,text_2,-1,class
522,26057,id,35316,id_1,35315,id_2,ФБР работает на месте крушения поезда в Филадельфии,text_1,ФБР: Доказательств теракта в поезде в Филадельфии нет,text_2,-1,class
523,26058,id,35317,id_1,35318,id_2,Число погибших при обстреле автобуса в Пакистане возросло до 47,text_1,В Пакистане при обстреле автобуса погибли 40 человек,text_2,-1,class
527,26062,id,35311,id_1,35323,id_2,ДНР и ЛНР предложили конституционно закрепить особый статус Донбасса,text_1,ДНР и ЛНР потребовали закрепить в конституции Украины отказ от НАТО,text_2,-1,class
529,26064,id,35308,id_1,35323,id_2,ДНР и ЛНР предлагают оговорить в Конституции Украины статус Донбасса,text_1,ДНР и ЛНР потребовали закрепить в конституции Украины отказ от НАТО,text_2,-1,class
531,26067,id,35328,id_1,35329,id_2,Глава МИД Украины обсудил с Керри итоги его переговоров в Сочи,text_1,Глава МИД Украины рассказал о теме переговоров с госсекретарем США,text_2,-1,class
532,26069,id,35332,id_1,35333,id_2,ФСИН: перевод Савченко в обычную камеру пока не обсуждается,text_1,Во ФСИН рассказали о здоровье Савченко,text_2,-1,class
533,26070,id,35334,id_1,35333,id_2,ФСИН: Савченко усиленно питается и набирает вес,text_1,Во ФСИН рассказали о здоровье Савченко,text_2,-1,class
536,26073,id,35339,id_1,35340,id_2,Альфа-банк увидел в действиях создателя «Арматы» попытку давления на суд,text_1,Альфа-банк заявил о давлении «Уралвагонзавода» на суд,text_2,-1,class
538,26075,id,35227,id_1,35343,id_2,Путин и Керри обсудили ситуацию на Украине,text_1,Песков рассказал об обсуждении санкций на встрече Путина и Керри,text_2,-1,class
539,26076,id,35178,id_1,35343,id_2,В Сочи началась встреча Путина и Керри,text_1,Песков рассказал об обсуждении санкций на встрече Путина и Керри,text_2,-1,class
540,26078,id,35230,id_1,35343,id_2,"Керри на встрече с Путиным попробовал ""Абрау-Дюрсо"", сообщил Ушаков",text_1,Песков рассказал об обсуждении санкций на встрече Путина и Керри,text_2,-1,class
541,26079,id,35231,id_1,35343,id_2,Встреча Путина с Лавровым и Керри продлилась около четырех часов,text_1,Песков рассказал об обсуждении санкций на встрече Путина и Керри,text_2,-1,class
542,26080,id,35232,id_1,35343,id_2,"Встреча Путина с Лавровым и Керри продолжается 2,5 часа",text_1,Песков рассказал об обсуждении санкций на встрече Путина и Керри,text_2,-1,class
543,26081,id,35174,id_1,35343,id_2,Путин проводит в Сочи встречу с Керри и Лавровым,text_1,Песков рассказал об обсуждении санкций на встрече Путина и Керри,text_2,-1,class
544,26082,id,35345,id_1,35343,id_2,Керри и Путин обсуждают в России Украину,text_1,Песков рассказал об обсуждении санкций на встрече Путина и Керри,text_2,-1,class
546,26086,id,35351,id_1,35352,id_2,В Москве загорелся жилой дом,text_1,Пожар в многоэтажном жилом доме на юге Москвы потушен,text_2,-1,class
548,26088,id,35354,id_1,35355,id_2,В ГД назвали дикостью принятый Радой закон об интернировании россиян,text_1,"Нарышкин назвал сомнительными законы, принимаемые Верховной Радой",text_2,-1,class
549,26092,id,35359,id_1,35357,id_2,Аналитики предсказали падение курса евро до 49 руб. в 2016 году,text_1,Курс доллара упал ниже 49 рублей,text_2,-1,class
551,26094,id,35361,id_1,35357,id_2,"Доллар снижается ниже 50 рублей, евро - ниже 56 рублей",text_1,Курс доллара упал ниже 49 рублей,text_2,-1,class
554,26097,id,35360,id_1,35362,id_2,"Средневзвешенный курс доллара на ЕТС упал до 49,54 рубля",text_1,Биржевой курс доллара упал ниже 49 руб.,text_2,-1,class
555,26098,id,35247,id_1,35362,id_2,Доллар упал ниже 50 рублей впервые с 6 мая,text_1,Биржевой курс доллара упал ниже 49 руб.,text_2,-1,class
557,26100,id,35364,id_1,35365,id_2,Могерини: ЕС не рассматривает возможность военной операции в Ливии,text_1,СМИ сообщили о планах ЕС провести наземную операцию в Ливии,text_2,-1,class
561,26104,id,35371,id_1,35372,id_2,Обама проведет переговорами с монархами Персидского залива,text_1,Обама пообещал защитить страны Персидского залива от Ирана,text_2,-1,class
562,26105,id,35373,id_1,35374,id_2,Экс-президент Египта Хосни Мубарак вышел на свободу,text_1,Экс-президент Египта Хосни Мубарак останется в тюрьме,text_2,-1,class
565,26108,id,35294,id_1,35375,id_2,"Банк России отозвал лицензию у екатеринбургского ""Плато-банка""",text_1,"ЦБ отозвал лицензию у банка, связанного с «Триколор ТВ»",text_2,-1,class
568,26112,id,35381,id_1,35382,id_2,Российская мечта Таджикистана,text_1,Российские военные отправились на учения в Таджикистан,text_2,-1,class
571,26115,id,35387,id_1,35385,id_2,Суд рассмотрит вопрос о замене Навальному условного срока на реальный,text_1,Суд отказался заменить условный срок Навальному на реальный,text_2,-1,class
574,26119,id,35387,id_1,35390,id_2,Суд рассмотрит вопрос о замене Навальному условного срока на реальный,text_1,Суд отказал в замене Навальному условного срока на реальный,text_2,-1,class
578,26125,id,35399,id_1,35400,id_2,В Приморском районе задержали мужчину по подозрению в изнасиловании дочери,text_1,"Рубль вечером уверенно растет, отыгрывая внешний позитив",text_2,-1,class
580,26130,id,35408,id_1,35409,id_2,Петербургский ЗакС одобрил закон об уничтожении городского имущества стоимостью до 6 млн рублей,text_1,"Чуркин: ситуация в Йемене даже с учетом перемирия остается ""зыбкой""",text_2,-1,class
591,26141,id,35426,id_1,35427,id_2,«Ювентус» сыграет с «Барселоной» в финале Лиги чемпионов,text_1,"Футболисты ""Ювентуса"" сыграли вничью с ""Реалом"" и вышли в финал ЛЧ",text_2,-1,class
596,26146,id,35433,id_1,35431,id_2,"Борт МЧС РФ вылетел, чтобы забрать из Донбасса тяжелобольных детей",text_1,В Москву доставили 18 тяжелобольных детей из Донбасса,text_2,-1,class
597,26147,id,35430,id_1,35431,id_2,Самолет МЧС России доставит на лечение в Москву 21 ребенка из Донбасса,text_1,В Москву доставили 18 тяжелобольных детей из Донбасса,text_2,-1,class
599,26149,id,35436,id_1,35437,id_2,В ЦПКиО подожгли кафе в знак протеста против его сноса,text_1,"Меркель обсудит с Порошенко, как добиться прекращения огня в Донбассе",text_2,-1,class
600,26150,id,35438,id_1,35439,id_2,Want China Times: на фоне угроз НАТО Россия и Китай формируют блок,text_1,Главком НАТО обвинил Россию в «безответственных» ядерных угрозах,text_2,-1,class
601,26152,id,35441,id_1,35442,id_2,ДНР: обстрел донецкого аэропорта - очередная провокация силовиков,text_1,ДНР: Из-за обстрела силовиков сгорел рейсовый автобус в Ясиноватой,text_2,-1,class
602,26153,id,35406,id_1,35443,id_2,В Кабуле боевики устроили перестрелку в гостинице,text_1,Пятеро иностранцев убиты при нападении боевиков на отель в Кабуле,text_2,-1,class
605,26156,id,35446,id_1,35447,id_2,Перезагрузка Кэмерона: нас ждут еще пять лет с этим лакированным ботинком в костюме,text_1,В Кремле пока не ознакомились с требованием отставки главы ЦИК,text_2,-1,class
610,26163,id,35459,id_1,35458,id_2,"Землетрясение магнитудой 5,1 произошло на юге Филиппин",text_1,"Землетрясение магнитудой 5,1 произошло на севере Филиппин",text_2,-1,class
613,26167,id,35348,id_1,35465,id_2,Жертвами пожара на обувной фабрике в Маниле стали три человека,text_1,В результате пожара на филиппинской обувной фабрике погибли 35 человек,text_2,-1,class
615,26170,id,35467,id_1,35468,id_2,Сенатор США против расширения закупок российских ракетных двигателей,text_1,Пентагон попросил Сенат разрешить закупку российских ракетных двигателей,text_2,-1,class
616,26171,id,35469,id_1,35468,id_2,Рейтер: Пентагон не смог обойтись без российских ракетных двигателей,text_1,Пентагон попросил Сенат разрешить закупку российских ракетных двигателей,text_2,-1,class
623,26179,id,35464,id_1,35479,id_2,Число жертв пожара на обувной фабрике на Филиппинах достигло 35,text_1,Число жертв пожара на филиппинской фабрике выросло до 72,text_2,-1,class
624,26180,id,35481,id_1,35479,id_2,Число жертв пожара на обувной фабрике на Филиппинах достигло 31,text_1,Число жертв пожара на филиппинской фабрике выросло до 72,text_2,-1,class
627,26183,id,35362,id_1,35485,id_2,Биржевой курс доллара упал ниже 49 руб.,text_1,Курс доллара превысил 50 рублей,text_2,-1,class
628,26184,id,35360,id_1,35485,id_2,"Средневзвешенный курс доллара на ЕТС упал до 49,54 рубля",text_1,Курс доллара превысил 50 рублей,text_2,-1,class
629,26185,id,35361,id_1,35485,id_2,"Доллар снижается ниже 50 рублей, евро - ниже 56 рублей",text_1,Курс доллара превысил 50 рублей,text_2,-1,class
630,26186,id,35486,id_1,35485,id_2,Курс рубля к доллару обновил максимум с конца ноября 2014 года,text_1,Курс доллара превысил 50 рублей,text_2,-1,class
634,26190,id,35489,id_1,35490,id_2,"НАТО обсудит ""беспрецедентное усиление со времен холодной войны""",text_1,НАТО обсудит «беспрецедентное усиление» из-за угроз с востока и юга,text_2,-1,class
638,26196,id,35453,id_1,35496,id_2,Колонна МЧС России с гуманитарной помощью отправилась в Донбасс,text_1,МЧС РФ отправит очередной гуманитарный конвой в Донбасс 21 мая,text_2,-1,class
640,26198,id,35360,id_1,35499,id_2,"Средневзвешенный курс доллара на ЕТС упал до 49,54 рубля",text_1,Курс доллара превысил 50 рублей,text_2,-1,class
641,26199,id,35500,id_1,35501,id_2,Советник главы Бурунди назвал шуткой заявление военных о перевороте,text_1,В Бурунди подавлена попытка военного переворота,text_2,-1,class
642,26202,id,35506,id_1,35507,id_2,Просрочка банков по кредитам за 4 месяца выросла до 240 млрд рублей,text_1,Российские банки потеряли 20 миллиардов рублей за месяц,text_2,-1,class
644,26205,id,35504,id_1,35509,id_2,"Ах, как любезен Керри с Путиным",text_1,Песков опроверг информацию об обмене подарками между Путиным и Керри,text_2,-1,class
645,26206,id,35510,id_1,35511,id_2,Власти ЛНР: страны Прибалтики собираются поставлять в республику рыбу,text_1,Прибалтика будет поставлять шпроты в ЛНР,text_2,-1,class
646,26207,id,35512,id_1,35513,id_2,Песков: заявления Порошенко о российских военных на Украине голословны,text_1,В Кремле назвали голословным заявление Порошенко,text_2,-1,class
648,26209,id,35477,id_1,35515,id_2,Ъ: Греф предложил ограничить число выплат страховки по вкладам,text_1,В ЦБ обсудят идею Грефа об ограничении страховых выплат по вкладам,text_2,-1,class
649,26210,id,35516,id_1,35517,id_2,Петербуржцы заплатили за капремонт своих домов уже 1 млрд рублей,text_1,В ГД просят профильные ведомства проверить продающиеся в России БАДы,text_2,-1,class
652,26215,id,35483,id_1,35523,id_2,ЦБ РФ решил регулярно покупать валюту на внутреннем рынке для пополнения резервов,text_1,Рынок акций России падает после решения ЦБ о покупке валюты,text_2,-1,class
657,26221,id,35531,id_1,35532,id_2,Путин принял отставку губернатора Омской области,text_1,Путин отправил в отставку четвертого за неделю губернатора,text_2,-1,class
659,26223,id,35527,id_1,35534,id_2,Прокуратура просит отправить в колонию сына чиновника Смольного,text_1,"МИА ""Россия сегодня"" подвело итоги акции ""Георгиевская ленточка-2015""",text_2,-1,class
661,26225,id,35536,id_1,35535,id_2,В Петербурге за поножовщину в госпитале арестован рядовой ВВ МВД,text_1,В Петербурге арестовали генерала МВД,text_2,-1,class
664,26228,id,35540,id_1,35539,id_2,Путин отправил в отставку третьего за неделю губернатора,text_1,Путин отправил в отставку четвертого за три дня губернатора,text_2,-1,class
665,26229,id,35541,id_1,35539,id_2,Путин принял досрочную отставку губернатора Камчатки,text_1,Путин отправил в отставку четвертого за три дня губернатора,text_2,-1,class
666,26230,id,35531,id_1,35539,id_2,Путин принял отставку губернатора Омской области,text_1,Путин отправил в отставку четвертого за три дня губернатора,text_2,-1,class
674,26238,id,35474,id_1,35555,id_2,В Новосибирске похитили дизтопливо для армии на сумму 1 млрд рублей,text_1,Обыски прошли в Новосибирске в связи с хищением на миллиард рублей,text_2,-1,class
675,26239,id,35556,id_1,35557,id_2,"Начальник УФМС Петербурга заработала за год 1,3 млн рублей",text_1,Председатель Мосгорсуда заработала более 5 млн рублей за прошлый год,text_2,-1,class
677,26241,id,35560,id_1,35561,id_2,Последний мужественный поступок Бориса Немцова,text_1,Россия рассчитывает на увеличение квоты на вылов рыбы в водах Марокко,text_2,-1,class
684,26254,id,35581,id_1,35582,id_2,Порошенко и Юнкер обсудили сотрудничество между Украиной и ЕС,text_1,Европейский фронт Украины: зачем Порошенко ездил к лидерам ЕС,text_2,-1,class
690,26261,id,35586,id_1,35592,id_2,Сборная России обыграла Швецию на ЧМ по хоккею и вышла в полуфинал,text_1,Дубли Коваржа и Ягра вывели сборную Чехии в полуфинал ЧМ по хоккею,text_2,-1,class
694,26265,id,35583,id_1,35601,id_2,Десять человек погибли и 19 ранены в ДТП с автобусом в Мексике,text_1,Девять человек стали жертвами ДТП в Мексике,text_2,-1,class
696,26270,id,35607,id_1,35605,id_2,США и страны Персидского залива интересуются ядерной сделкой с Ираном,text_1,США создадут систему ПРО в странах Персидского залива,text_2,-1,class
698,26273,id,35609,id_1,35605,id_2,Обама: США хотят упрочить связи со странами Совета Персидского залива,text_1,США создадут систему ПРО в странах Персидского залива,text_2,-1,class
701,26277,id,35614,id_1,35612,id_2,Саакашвили: Маккейн согласен на участие в совете реформ при Порошенко,text_1,Маккейн отказался войти в совет при Порошенко,text_2,-1,class
703,26280,id,35459,id_1,35615,id_2,"Землетрясение магнитудой 5,1 произошло на юге Филиппин",text_1,"Землетрясение магнитудой 5,4 зафиксировано на востоке Индонезии",text_2,-1,class
705,26283,id,35619,id_1,35620,id_2,Китай и Индия подписали 24 межправительственных соглашения,text_1,"В московском метро стартовал ""парад поездов""",text_2,-1,class
708,26286,id,35614,id_1,35623,id_2,Саакашвили: Маккейн согласен на участие в совете реформ при Порошенко,text_1,Маккейн отказался войти в совет реформ при президенте Украины,text_2,-1,class
711,26289,id,35504,id_1,35628,id_2,"Ах, как любезен Керри с Путиным",text_1,Яценюк недоволен встречей Джона Керри с Путиным в Сочи,text_2,-1,class
712,26290,id,35629,id_1,35630,id_2,ИГ распространила аудиообращение якобы своего лидера аль-Багдади,text_1,Лидер ИГ призвал мусульман переселяться в свой халифат,text_2,-1,class
713,26291,id,35631,id_1,35632,id_2,"Кадры с министром обороны КНДР появляются в СМИ и после его ""казни""",text_1,Южнокорейские СМИ отметили отсутствие министра обороны КНДР на рыбной ферме,text_2,-1,class
732,26312,id,35664,id_1,35665,id_2,Адвокат Полонского: Пока преждевременного говорить о его аресте,text_1,Адвокат Полонского подтвердил арест бизнесмена в Камбодже,text_2,-1,class
736,26317,id,35671,id_1,35672,id_2,Кадыров напомнил о браке Пугачевой критикам свадьбы 17-летней чеченки,text_1,Правозащитница назвала дату свадьбы 17-летней чеченки,text_2,-1,class
742,26323,id,35664,id_1,35682,id_2,Адвокат Полонского: Пока преждевременного говорить о его аресте,text_1,Адвокат связал арест Полонского с запросом об экстрадиции в Россию,text_2,-1,class
743,26324,id,35666,id_1,35682,id_2,Адвокат Добровинский сообщил об аресте Сергея Полонского,text_1,Адвокат связал арест Полонского с запросом об экстрадиции в Россию,text_2,-1,class
749,26330,id,35691,id_1,35692,id_2,Свидетелей по делу лидера БОРН Горячева вызовут из ДНР,text_1,Дело лидера БОРН Горячева рассмотрит суд присяжных,text_2,-1,class
753,26334,id,35680,id_1,35697,id_2,Следствие по делу об убийстве Немцова возглавил новый следователь,text_1,Следователь по делу Немцова возглавит новую структуру в СКР,text_2,-1,class
755,26337,id,35701,id_1,35702,id_2,На ПМЭФе Смольный подпишет соглашение с «загадочным» инвестором на строительство мост-магазина,text_1,Грузовик въехал в толпу людей на ярмарке в КНР: погибли 4 человека,text_2,-1,class
759,26343,id,35711,id_1,35712,id_2,Присяжные в Бостоне продолжили обсуждение приговора Джохару Царнаеву,text_1,В ОНФ составят карту качества российских дорог,text_2,-1,class
763,26347,id,35716,id_1,35717,id_2,"УЕФА рассмотрит поведение болельщиков ""Днепра""",text_1,УЕФА сообщил о демонстрации расистской символики болельщиками «Днепра»,text_2,-1,class
768,26352,id,35726,id_1,35727,id_2,"Путин проверит, как создается детский образовательный центр в Сочи",text_1,Владимир Путин посетит детский центр и хоккейный матч,text_2,-1,class
777,26365,id,35742,id_1,35746,id_2,Джохар Царнаев приговорен к смертной казни,text_1,Присяжные по делу Джохара Царнаева проголосовали за смертный приговор,text_2,-1,class
779,26368,id,35586,id_1,35748,id_2,Сборная России обыграла Швецию на ЧМ по хоккею и вышла в полуфинал,text_1,"МЧС РФ предлагает увольнять чиновников, допустивших природные пожары",text_2,-1,class
781,26371,id,35750,id_1,35751,id_2,Конъюнктура: мировая экономика теряет обороты,text_1,Зыков: антиалкогольная кампания Горбачева открыла дорогу наркодилерам,text_2,-1,class
782,26372,id,35678,id_1,35752,id_2,Из-за кризиса бюджету Петербурга придется вернуть налогоплательщикам 15 млрд рублей,text_1,Проект постановления об увольнении министра Павленко внесен в Раду,text_2,-1,class
784,26374,id,35755,id_1,35754,id_2,"Землетрясение магнитудой 5,1 произошло у префектуры Фукусима",text_1,"На индонезийской Суматре произошло землетрясение магнитудой 5,8",text_2,-1,class
