,value/0/#text,value/0/@_name,value/1/#text,value/1/@_name,value/2/#text,value/2/@_name,value/3/#text,value/3/@_name,value/4/#text,value/4/@_name,value/5/#text,value/5/@_name
726,26306,id,35652,id_1,35654,id_2,Правительство приняло решение об отмене экспортной пошлины на пшеницу,text_1,Правительство решило отменить экспортную пошлину на зерно,text_2,1,class
728,26308,id,35657,id_1,35658,id_2,"Минобороны устроит на форуме ""Армия-2015"" распродажу имущества",text_1,Минобороны устроит распродажу имущества на форуме «Армия-2015»,text_2,1,class
730,26310,id,35661,id_1,35662,id_2,"Активист ""Евромайдана"" Костенко получил 4 года и 2 месяца колонии",text_1,Активист «Евромайдана» получил в Крыму 4 года и 2 месяца лишения свободы,text_2,1,class
735,26316,id,35669,id_1,35670,id_2,СМИ: около 30 человек погибли при падении автобуса с обрыва в КНР,text_1,В Китае при падении автобуса в ущелье погибли 30 человек,text_2,1,class
741,26322,id,35680,id_1,35681,id_2,Следствие по делу об убийстве Немцова возглавил новый следователь,text_1,Дело об убийстве Немцова передали новому следователю,text_2,1,class
750,26331,id,35693,id_1,35692,id_2,Дело лидера БОРН Горячева будет рассматриваться с участием присяжных,text_1,Дело лидера БОРН Горячева рассмотрит суд присяжных,text_2,1,class
754,26335,id,35698,id_1,35699,id_2,Защита Васильевой обжаловала приговор,text_1,Защита Евгении Васильевой обжаловала приговор,text_2,1,class
756,26338,id,35702,id_1,35703,id_2,Грузовик въехал в толпу людей на ярмарке в КНР: погибли 4 человека,text_1,В Китае грузовик въехал в толпу людей на ярмарке,text_2,1,class
761,26345,id,35686,id_1,35713,id_2,ФМС: загранпаспорт детям до 14 лет оформят в Москве за день,text_1,В Москве детям начнут оформлять загранпаспорта за один день,text_2,1,class
771,26356,id,35734,id_1,35735,id_2,"Депутат: взрыв у офиса партии ""Свобода"" произошел в Одессе",text_1,"В Одессе возле офиса партии ""Свобода"" произошел взрыв",text_2,1,class
774,26359,id,35738,id_1,35737,id_2,Парламент ДНР принял закон о создании Вооруженных сил,text_1,ДНР приняла закон о создании вооруженных сил,text_2,1,class
775,26361,id,35734,id_1,35739,id_2,"Депутат: взрыв у офиса партии ""Свобода"" произошел в Одессе",text_1,В Одессе около офиса партии «Свобода» прогремел взрыв,text_2,1,class
776,26364,id,35744,id_1,35745,id_2,"Мэр Неаполя, где мужчина убил четырех человек, объявил траур",text_1,В Неаполе объявлен траур по жертвам стрельбы,text_2,1,class
778,26366,id,35743,id_1,35746,id_2,Присяжные в Бостоне приговорили Царнаева к смертной казне,text_1,Присяжные по делу Джохара Царнаева проголосовали за смертный приговор,text_2,1,class
813,26417,id,35809,id_1,35810,id_2,Бывшего президента Египта Мухаммеда Мурси приговорили к смертной казни,text_1,Экс-президента Египта Мурси приговорили к смертной казни,text_2,1,class
828,26443,id,35836,id_1,35837,id_2,Украинцы собираются бойкотировать Facebook,text_1,Украинские пользователи Facebook призвали бойкотировать соцсеть,text_2,1,class
837,26455,id,35856,id_1,35855,id_2,ВИДЕО: Кадыров станцевал лезгинку на свадьбе главы РОВД,text_1,Кадыров станцевал лезгинку на свадьбе полицейского начальника и 17-летней девушки,text_2,1,class
843,26463,id,35867,id_1,35868,id_2,Сборная России разгромила США и вышла в финал чемпионата мира по хоккею,text_1,Россия разгромила США и вышла в финал чемпионата мира по хоккею,text_2,1,class
845,26465,id,35871,id_1,35870,id_2,Русанов: архив братьев Стругацких возвращен из Донецка в Россию,text_1,Рукописи Стругацких возвращены из Донецка,text_2,1,class
847,26469,id,35874,id_1,35878,id_2,Власти: массированный обстрел ведется в районе Донецкого аэропорта,text_1,ДНР: Аэропорт в Донецке попал под массированный обстрел,text_2,1,class
861,26484,id,35903,id_1,35905,id_2,МВД России заявило о начале депортации Полонского из Камбоджи,text_1,МВД РФ заявило о начале депортации бизнесмена Полонского из Камбоджи,text_2,1,class
874,26502,id,35923,id_1,35924,id_2,Суд: Полонский в РФ арестован заочно и после депортации отбудет в СИЗО,text_1,Суд: Полонский в РФ арестован заочно и после депортации отправится в СИЗО,text_2,1,class
878,26506,id,35931,id_1,35932,id_2,Украинские силовики сообщили о гибели трех военных за сутки в Донбассе,text_1,В Донбассе погибли трое украинских военных,text_2,1,class
880,26508,id,35934,id_1,35935,id_2,"Руководитель Роскосмоса возглавил комиссию по аварии ""Протона""",text_1,Глава Роскосмоса возглавил комиссию по расследованию аварии «Протона»,text_2,1,class
896,26524,id,35961,id_1,35962,id_2,«Зенит» сыграл с «Уфой» вничью и досрочно обеспечил себе чемпионское звание,text_1,"ФК ""Зенит"" сыграл вничью с ""Уфой"" и досрочно стал чемпионом России",text_2,1,class
903,26536,id,35976,id_1,35975,id_2,Сборная США по хоккею стала бронзовым призером чемпионата мира-2015,text_1,Сборная США стала бронзовым призером чемпионата мира по хоккею,text_2,1,class
921,26560,id,36010,id_1,36011,id_2,Роспотребнадзор выступил против снятия ограничений рекламы алкоголя,text_1,Роспотребнадзор высказался против снятия ограничений рекламы алкоголя,text_2,1,class
937,26581,id,36040,id_1,36041,id_2,Женщина-бухгалтер разогнала вооруженных преступников в Москве,text_1,Женщина-бухгалтер разогнала группу вооруженных преступников в Москве,text_2,1,class
941,26585,id,36047,id_1,36048,id_2,Медведев: постановление о транзите оружия в Афганистан утратило силу,text_1,Постановление о транзите вооружений в Афганистан через РФ утратило силу,text_2,1,class
950,26594,id,36061,id_1,36062,id_2,"Боевой корабль ВМФ России ""Пытливый"" вышел в Средиземное море",text_1,"Сторожевой корабль ""Пытливый"" отправился в Средиземное море",text_2,1,class
962,26606,id,36081,id_1,36080,id_2,Рогозин: надо ужесточить ответственность за аварии в космической сфере,text_1,Рогозин выступил за ужесточение ответственности за космические аварии,text_2,1,class
979,26626,id,36108,id_1,36111,id_2,"Минобороны подало иск к разработчику ""Протона"" на 1,8 млрд рублей",text_1,"Минобороны подало к разработчику «Протонов» иск на 1,8 млрд руб.",text_2,1,class
983,26630,id,36116,id_1,36117,id_2,Барак Обама завел личный Twitter,text_1,Обама завел аккаунт в Twitter,text_2,1,class
989,26636,id,36126,id_1,36127,id_2,Россельхознадзор: Россия и Иран могут реализовать бартерную сделку,text_1,Россельхознадзор: РФ и Иран могут реализовать бартерную сделку,text_2,1,class
993,26640,id,36133,id_1,36134,id_2,"""Ночные волки"" подадут в суд на власти Польши",text_1,«Ночные волки» решили судиться с польскими властями,text_2,1,class
1010,26660,id,36164,id_1,36165,id_2,Замглавы МВФ: фонд призывает Россию провести реформы экономики,text_1,МВФ призвал Россию провести экономические реформы,text_2,1,class
1012,26662,id,36168,id_1,36169,id_2,Лавров и Могерини обсудили отношения России и Евросоюза,text_1,Сергей Лавров и Федерика Могерини обсудили отношения РФ с ЕС,text_2,1,class
1018,26668,id,36177,id_1,36178,id_2,Автор карикатуры на пророка Мухаммеда решил уйти из Charlie Hebdo,text_1,Автор карикатуры на пророка Мухаммеда уходит из Charlie Hebdo,text_2,1,class
1020,26671,id,36181,id_1,36182,id_2,Боевые корабли России и Китая выполнили ночное учебное маневрирование,text_1,Российские и китайские боевые корабли выполнили ночное маневрирование,text_2,1,class
1032,26686,id,36202,id_1,36203,id_2,Нарышкин: уроки Первой и Второй мировых войн плохо усвоены политиками,text_1,Нарышкин: Многие политики плохо усвоили уроки Второй мировой войны,text_2,1,class
1048,26708,id,36238,id_1,36239,id_2,Бахрейн и Россия подписали договор о военно-техническом сотрудничестве,text_1,Россия и Бахрейн подписали договор о военно-техническом сотрудничестве,text_2,1,class
1049,26709,id,36233,id_1,36240,id_2,Рада дала кабмину Украины право ввести мораторий на выплату долга России,text_1,Рада разрешила правительству Украины забыть о долгах перед Россией,text_2,1,class
1053,26714,id,36249,id_1,36250,id_2,Суд приостановил работу «Макдоналдса» на ВДНХ,text_1,Суд временно закрыл «Макдоналдс» на ВДНХ,text_2,1,class
1057,26719,id,36257,id_1,36258,id_2,Посольство России в Киеве требует встречи с задержанными россиянами,text_1,МИД России потребовал встречи с захваченными под Луганском россиянами,text_2,1,class
1062,26729,id,36270,id_1,36271,id_2,Умер ведущий «Песня года» Евгений Меньшов,text_1,"Скончался ведущий ""Песни года"" Евгений Меньшов",text_2,1,class
1065,26732,id,36271,id_1,36274,id_2,"Скончался ведущий ""Песни года"" Евгений Меньшов",text_1,"Ушел из жизни ведущий ""Песни года"" Евгений Меньшов",text_2,1,class
1080,26749,id,36297,id_1,36298,id_2,Круизный лайнер сел на мель у Бермудских островов,text_1,У Бермуд сел на мель круизный лайнер,text_2,1,class
1093,26764,id,36320,id_1,36322,id_2,Банк России отозвал лицензию у двух московских банков,text_1,ЦБ отозвал лицензии у двух московских банков,text_2,1,class
1100,26771,id,36330,id_1,36331,id_2,"Порошенко считает, что вернуть Донбасс военным методом не получится",text_1,Порошенко признал невозможность вернуть Донбасс военными средствами,text_2,1,class
1110,26781,id,36347,id_1,36348,id_2,Главу Минфина Ингушетии заподозрили в нецелевом расходовании денег,text_1,Министра финансов Ингушетии заподозрили в растрате,text_2,1,class
1135,26809,id,36385,id_1,36386,id_2,Власти Дубая ужесточили правила дресс-кода для туристов,text_1,Власти Дубая ужесточили дресс-код для туристов,text_2,1,class
1168,26878,id,36438,id_1,36439,id_2,СМИ: Ереван и Минск отвергли Рижскую декларацию из-за фразы про Крым,text_1,Ереван и Минск отвергли проект Рижского коммюнике из-за фразы о Крыме,text_2,1,class
1175,26886,id,36447,id_1,36448,id_2,СМИ: карикатуристу Charlie Hebdo запретили въезд в Никарагуа,text_1,Карикатуристу Charlie Hebdo отказали во въезде в Никарагуа,text_2,1,class
1183,26901,id,36458,id_1,36459,id_2,Суд отменил пожизненные сроки членам банды «приморских партизан»,text_1,Членам банды «приморских партизан» отменили пожизненные сроки,text_2,1,class
1191,26914,id,36474,id_1,36475,id_2,Бывшего руководителя РКК «Энергия» отправили под домашний арест,text_1,"Экс-главу РКК ""Энергия"" Лопоту заключили под домашний арест",text_2,1,class
1201,26927,id,36493,id_1,36492,id_2,"Глава СК Бастрыкин за год заработал 7,5 миллиона рублей",text_1,"Бастрыкин в 2014 году заработал 7,5 млн руб.",text_2,1,class
1203,26929,id,36474,id_1,36494,id_2,Бывшего руководителя РКК «Энергия» отправили под домашний арест,text_1,Бывшего президента РКК «Энергия» заключили под домашний арест,text_2,1,class
1204,26930,id,36495,id_1,36494,id_2,"Экс-главу РКК ""Энергия"" заключили под домашний арест",text_1,Бывшего президента РКК «Энергия» заключили под домашний арест,text_2,1,class
1206,26934,id,36498,id_1,36499,id_2,Лавров опроверг данные о содействии освобождению американцев в ДНР,text_1,Лавров опроверг данные о помощи в освобождении задержанных в ДНР американцев,text_2,1,class
1217,26955,id,36514,id_1,36515,id_2,"Активисты ""финансового Майдана"" в Киеве не уходят от здания парламента",text_1,Активисты «финансового Майдана» решили заночевать у здания Верховной рады,text_2,1,class
1220,26958,id,36518,id_1,36519,id_2,Нарышкин: вопрос южных Курил может препятствовать отношениям с Японией,text_1,Нарышкин назвал вопрос Курил раздражителем в отношениях России и Японии,text_2,1,class
1226,26964,id,36525,id_1,36523,id_2,"Шестеро обвиняемых в вымогательстве в ""Матросской тишине"" арестованы",text_1,Арестованы шестеро фигурантов дела о вымогательстве в «Матросской тишине»,text_2,1,class
1227,26965,id,36526,id_1,36527,id_2,Пропавший в Новосибирске актер найден мертвым в Барнауле,text_1,Пропавшего новосибирского актера нашли мертвым в Барнауле,text_2,1,class
1232,26977,id,36535,id_1,36536,id_2,Пентагон признал гибель детей в Сирии при американском авиаударе,text_1,Генерал США признал гибель детей в Сирии при американском авиаударе,text_2,1,class
1233,26978,id,36537,id_1,36538,id_2,Эквадор провел международный день против загрязнения компанией Chevron,text_1,День против загрязнения территории компанией Chevron прошел в Эквадоре,text_2,1,class
1237,26982,id,36540,id_1,36541,id_2,СМИ: брат лидера КНДР замечен на концерте Эрика Клэптона в Лондоне,text_1,Брата Ким Чен Ына увидели на концерте Эрика Клэптона в Лондоне,text_2,1,class
1238,26983,id,36542,id_1,36543,id_2,"Россиянка, арестованная в Таиланде, депортирована на родину",text_1,Арестованная в Таиланде россиянка депортирована на родину,text_2,1,class
1240,26985,id,36546,id_1,36547,id_2,"Глава разведки ФРГ признал ошибки, допущенные при сотрудничестве с США",text_1,Глава разведки Германии признал ошибки в сотрудничестве с США,text_2,1,class
1242,26988,id,36550,id_1,36551,id_2,Поездки японцев на Курилы возобновятся с конца мая,text_1,Поездки жителей Японии на Курилы возобновятся в конце мая,text_2,1,class
1243,26989,id,36552,id_1,36553,id_2,В США арестовали подозреваемого в убийстве семьи строительного магната,text_1,В Вашингтоне арестован подозреваемый в убийстве строительного магната,text_2,1,class
1251,27009,id,36564,id_1,36565,id_2,"Концерн ""Алмаз-Антей"" обжаловал санкции, введенные против компании ЕС",text_1,Концерн «Алмаз-Антей» обжаловал санкции Евросоюза,text_2,1,class
1252,27010,id,36566,id_1,36567,id_2,"Арестованы земли, дом, машина и деньги главы петербургского метро",text_1,В Петербурге арестовали имущество и деньги начальника метро,text_2,1,class
1257,27015,id,36566,id_1,36572,id_2,"Арестованы земли, дом, машина и деньги главы петербургского метро",text_1,СК после обысков арестовал деньги и имущество главы метро Петербурга,text_2,1,class
1259,27017,id,36566,id_1,36573,id_2,"Арестованы земли, дом, машина и деньги главы петербургского метро",text_1,В Петербурге арестовали недвижимость и машины начальника метрополитена,text_2,1,class
1261,27021,id,36565,id_1,36577,id_2,Концерн «Алмаз-Антей» обжаловал санкции Евросоюза,text_1,«Алмаз-Антей» обжаловал введенные Евросоюзом санкции,text_2,1,class
1265,27025,id,36564,id_1,36577,id_2,"Концерн ""Алмаз-Антей"" обжаловал санкции, введенные против компании ЕС",text_1,«Алмаз-Антей» обжаловал введенные Евросоюзом санкции,text_2,1,class
1272,27036,id,36589,id_1,36590,id_2,"Работа комиссии по ""Прогрессу М-27М"" продлена на неопределенный срок",text_1,"Продлена работа комиссии по расследованию причин аварии ""Прогресса""",text_2,1,class
1273,27037,id,36588,id_1,36591,id_2,Минфин подал иск к Владимиру Потанину,text_1,Минфин подал иск к Потанину,text_2,1,class
1275,27042,id,36594,id_1,36595,id_2,Минобороны протянет к военным в Приднестровье «воздушный мост»,text_1,Минобороны пообещало снабжать миротворцев в Приднестровье по воздуху,text_2,1,class
1279,27049,id,36564,id_1,36602,id_2,"Концерн ""Алмаз-Антей"" обжаловал санкции, введенные против компании ЕС",text_1,"""Алмаз-Антей"" обжаловал в суде санкции Евросоюза",text_2,1,class
1289,27062,id,36612,id_1,36613,id_2,Миллиардер Сорос пророчит новую мировую войну,text_1,Джордж Сорос предупредил об опасности новой мировой войны,text_2,1,class
1304,27119,id,36627,id_1,36628,id_2,Депутатам разрешили обходиться без присяги на верность Родине,text_1,ГД не стала вводить обязательную присягу депутатов на верность Родине,text_2,1,class
1327,27151,id,36655,id_1,36656,id_2,Медведев поздравил школьников России с последним звонком,text_1,Дмитрий Медведев поздравил школьников России с последним звонком,text_2,1,class
1331,27162,id,36663,id_1,36664,id_2,США вывели из-под санкций бесплатные интернет-сервисы в Крыму,text_1,США разблокировали для Крыма доступ к бесплатным веб-сервисам,text_2,1,class
1332,27164,id,36665,id_1,36666,id_2,"США помогут Грузии продвигаться к членству в НАТО, заявил Керри",text_1,Керри пообещал помочь Грузии стать членом НАТО,text_2,1,class
1333,27165,id,36667,id_1,36668,id_2,Долгов: отказ США в новом процессе по делу Ярошенко политизирован,text_1,МИД РФ: Отказ от нового рассмотрения дела Ярошенко политизирован,text_2,1,class
1335,27167,id,36671,id_1,36672,id_2,"Госдеп заявил о давлении России на страны ""Восточного партнерства""",text_1,В Госдепартаменте заявили о давлении России на страны «Восточного партнерства»,text_2,1,class
1338,27170,id,36673,id_1,36674,id_2,"Землетрясение магнитудой 6,9 произошло у Соломоновых островов",text_1,"У Соломоновых островов произошло землетрясение магнитудой 6,9",text_2,1,class
1343,27176,id,36684,id_1,36685,id_2,Число погибших в результате оползня в Колумбии достигло 92 человек,text_1,Число жертв оползня в Колумбии превысило 90,text_2,1,class
1344,27182,id,36686,id_1,36687,id_2,"Сингапурец погиб, пытаясь сделать селфи на обрыве скалы в Индонезии",text_1,Сингапурец при попытке сделать селфи сорвался в воду и погиб,text_2,1,class
1345,27183,id,36688,id_1,36689,id_2,Норвегия опередила Россию по газовым поставкам в Западную Европу,text_1,Норвегия опередила Россию по поставкам газа в Западную Европу,text_2,1,class
1348,27189,id,36696,id_1,36697,id_2,Минфин ждет повышения рейтингов России с улучшением прогнозов МВФ,text_1,Минфин: Суверенные рейтинги России повысятся после прогнозов МВФ,text_2,1,class
1349,27190,id,36698,id_1,36699,id_2,"""День тишины"" настал в Польше в канун второго тура выборов президента",text_1,"В Польше начался ""день тишины"" перед президентскими выборами",text_2,1,class
1350,27191,id,36700,id_1,36701,id_2,Из горящей электрички до Луги эвакуировали 1 200 человек,text_1,Под Петербургом из горящей электрички эвакуировали 1200 пассажиров,text_2,1,class
1351,27192,id,36700,id_1,36702,id_2,Из горящей электрички до Луги эвакуировали 1 200 человек,text_1,"Из горящей электрички в Петербурге эвакуировали 1,2 тысячи человек",text_2,1,class
1352,27194,id,36703,id_1,36704,id_2,В Ростуризме предложили создать пакетный тур по Дальнему Востоку,text_1,Ростуризм предложил разработать пакетные туры по Дальнему Востоку,text_2,1,class
1353,27197,id,36705,id_1,36706,id_2,Конференция по ДНЯО завершилась без итогов,text_1,МИД: Конференция по ДНЯО закончилась без итогов,text_2,1,class
1359,27205,id,36715,id_1,36716,id_2,Новак: РФ считает нужным сохранить текущий уровень добычи нефти в мире,text_1,Минэнерго России: Надо сохранить текущий уровень добычи нефти в мире,text_2,1,class
1360,27206,id,36712,id_1,36717,id_2,"Следствие просит арестовать водителя, сбившего байкера в Москве",text_1,"Следствие попросило арестовать водителя, сбившего байкера в Москве",text_2,1,class
1363,27209,id,36720,id_1,36721,id_2,Посольство РФ: Украина препятствует встрече с задержанными россиянами,text_1,Посольство: Киев препятствует встрече дипломатов с задержанными из РФ,text_2,1,class
1368,27217,id,36727,id_1,36728,id_2,"Полина Гагарина выступила в финале ""Евровидения-2015""",text_1,Полина Гагарина выступила в финале «Евровидения»,text_2,1,class
1372,27222,id,36734,id_1,36735,id_2,"Представитель Швеции стал победителем ""Евровидения-2015""",text_1,"Певец из Швеции победил на ""Евровидении-2015""",text_2,1,class
1382,27236,id,36746,id_1,36747,id_2,СМИ: Таиланд потребовал от ВВС США убрать свои самолеты с Пхукета,text_1,Таиланд потребовал от США вывести с острова Пхукет самолеты и военных,text_2,1,class
1387,27241,id,36750,id_1,36751,id_2,Парламентские выборы стартовали в Эфиопии,text_1,Всеобщие парламентские выборы проходят в Эфиопии,text_2,1,class
1393,27250,id,36757,id_1,36758,id_2,"Основатель ""Эха Москвы"" Сергей Корзун покинул радиостанцию",text_1,"Основатель ""Эха Москвы"" Сергей Корзун ушел с радиостанции",text_2,1,class
1397,27254,id,36762,id_1,36763,id_2,Генпрокуратура ЛНР: по факту убийства Мозгового возбуждено дело,text_1,По факту убийства Мозгового в ЛНР возбудили уголовное дело,text_2,1,class
1404,27263,id,36772,id_1,36773,id_2,"Украинские ""Тени"" взяли на себя ответственность за убийство Мозгового",text_1,Убийство Мозгового в Донбассе взяли на себя партизаны группы «Тени»,text_2,1,class
1409,27269,id,36781,id_1,36780,id_2,Боевики ИГ казнили 400 мирных жителей в Пальмире,text_1,Боевики «Исламского государства» казнили в Пальмире 400 мирных жителей,text_2,1,class
1410,27270,id,36779,id_1,36781,id_2,Боевики ИГ казнили 400 человек в городе Пальмира в Сирии,text_1,Боевики ИГ казнили 400 мирных жителей в Пальмире,text_2,1,class
1414,27287,id,36787,id_1,36788,id_2,"В соцсети ""ВКонтакте"" появилась страница патриарха Кирилла",text_1,Патриарх Кирилл зарегистрировался во «ВКонтакте»,text_2,1,class
1417,27292,id,36793,id_1,36794,id_2,Совфед: успех Гагариной - показатель отношения европейцев к России,text_1,Совфед: Успех Гагариной - показатель отношения европейцев к РФ,text_2,1,class
1422,27300,id,36787,id_1,36800,id_2,"В соцсети ""ВКонтакте"" появилась страница патриарха Кирилла",text_1,"Официальная страница патриарха Кирилла появилась ""ВКонтакте""",text_2,1,class
1424,27308,id,36804,id_1,36805,id_2,МВД Малайзии подтвердило обнаружение массовых захоронений мигрантов,text_1,Власти Малайзии подтвердили обнаружение массовых захоронений беженцев,text_2,1,class
1429,27313,id,36812,id_1,36813,id_2,Медведев подписал соглашение о ЗСТ между ЕАЭС и Вьетнамом,text_1,Медведев одобрил соглашение о зоне свободной торговли между ЕАЭС и Вьетнамом,text_2,1,class
1437,27331,id,36824,id_1,36825,id_2,ЕГЭ по географии и литературе прошел без утечек материалов в интернет,text_1,ЕГЭ по географии и литературе прошел без утечек,text_2,1,class
1441,27336,id,36832,id_1,36833,id_2,Путин принял отставку главы Тамбовской области Олега Бетина,text_1,Путин принял отставку тамбовского губернатора,text_2,1,class
1444,27341,id,36837,id_1,36838,id_2,"Губернатору Антверпена угрожают смертью, если он не примет ислам",text_1,Бургомистру Антверпена предложили выбрать между исламом и смертью,text_2,1,class
1445,27342,id,36839,id_1,36840,id_2,"СМИ: немецкий депутат заявил, что ему отказали во въезде в Россию",text_1,Германский депутат пожаловался на отказ во въезде в Россию,text_2,1,class
1451,27350,id,36850,id_1,36851,id_2,РЖД опровергли сообщения о доставке военных грузов в Донбасс,text_1,В РЖД опровергли информацию о доставке военных грузов на восток Украины,text_2,1,class
1452,27351,id,36852,id_1,36853,id_2,Иран ожидает поставок российских ЗРК С-300 в самое ближайшее время,text_1,МИД Ирана: Ожидаем поставок российских С-300 при первой возможности,text_2,1,class
1456,27356,id,36859,id_1,36860,id_2,Пропавший в Новосибирске чемпион мира по каратэ найден мертвым,text_1,В Новосибирске чемпион мира по каратэ найден мертвым,text_2,1,class
1464,27373,id,36871,id_1,36872,id_2,СМИ: Швейцария публикует имена иностранных налоговых уклонистов,text_1,Швейцария начала публиковать имена иностранных налоговых уклонистов,text_2,1,class
1465,27374,id,36873,id_1,36872,id_2,СМИ: Швейцария публикует имена иностранных налоговых уклонистов,text_1,Швейцария начала публиковать имена иностранных налоговых уклонистов,text_2,1,class
1472,27382,id,36886,id_1,36887,id_2,Фонд «Династия» Дмитрия Зимина включен в список «иностранных агентов»,text_1,"Минюст внес в список иностранных агентов НКО фонд ""Династия""",text_2,1,class
1476,27386,id,36892,id_1,36893,id_2,"""Уралвагонзавод"" запросил госгарантии на сумму до 60 миллиардов рублей",text_1,"""Уралвагонзавод"" попросил госгарантии на сумму до 60 млрд рублей",text_2,1,class
1480,27390,id,36898,id_1,36899,id_2,Экс-глава Тамбовской области Бетин назначен замминистра ЖКХ России,text_1,Олег Бетин назначен заместителем министра строительства и ЖКХ,text_2,1,class
1481,27391,id,36900,id_1,36899,id_2,Бетин назначен замминистра строительства и ЖКХ России,text_1,Олег Бетин назначен заместителем министра строительства и ЖКХ,text_2,1,class
1487,27422,id,36912,id_1,36913,id_2,Число погибших в результате торнадо в Мексике увеличилось до 13,text_1,Торнадо на севере Мексики унес жизни 13 человек,text_2,1,class
1494,27435,id,36925,id_1,36926,id_2,С жертвами теракта в Саудовской Аравии простились полмиллиона человек,text_1,Полмиллиона человек простились с жертвами теракта в Саудовской Аравии,text_2,1,class
1496,27437,id,36928,id_1,36929,id_2,При пожаре в китайском доме престарелых погибли 38 человек,text_1,При пожаре в доме престарелых в Китае погибли 38 человек,text_2,1,class
1497,27438,id,36927,id_1,36929,id_2,Почти 40 человек погибли при пожаре в доме престарелых в центре Китая,text_1,При пожаре в доме престарелых в Китае погибли 38 человек,text_2,1,class
1504,27446,id,36938,id_1,36939,id_2,Работники лондонской Национальной галереи начнут 10-дневную забастовку,text_1,Сотрудники лондонской галереи проведут десятидневную забастовку,text_2,1,class
1510,27457,id,36949,id_1,36950,id_2,"Черногория требует извинений от организаторов ""Евровидения - 2015""",text_1,Черногория потребовала извинений у организаторов «Евровидения»,text_2,1,class
1512,27459,id,36953,id_1,36954,id_2,СМИ: туристка из ФРГ ранена в перестрелке между турфирмами в Анталье,text_1,Немецкую туристку ранили в перестрелке между главами турфирм в Анталье,text_2,1,class
1522,27473,id,36963,id_1,36971,id_2,​Россия окончательно отказалась от «Мистралей»,text_1,Россия окончательно отказалась от получения «Мистралей»,text_2,1,class
1525,27477,id,36976,id_1,36977,id_2,Суд наложил арест на имущество экс-губернатора Новосибирской области,text_1,Суд наложил арест на имущество бывшего губернатора Новосибирской области,text_2,1,class
1538,27508,id,37002,id_1,37003,id_2,"ЦБ РФ ограничил действие лицензии ""Россгосстраха"" по ОСАГО",text_1,"Банк России ограничил лицензию ""Росгосстраха"" по ОСАГО",text_2,1,class
1545,27532,id,37011,id_1,37012,id_2,ЦБ запретил «Росгосстраху» продавать полисы ОСАГО,text_1,Банк России запретил «Росгосстраху» заключать договора ОСАГО,text_2,1,class
1548,27546,id,37017,id_1,37018,id_2,Прием в честь выпускников военных вузов проведут в Кремле,text_1,В Кремле пройдет прием в честь выпускников военных вузов,text_2,1,class
1552,27553,id,37022,id_1,37023,id_2,"ВПК: Россия построит для Ирана новые С-300, а не возьмет из наличия",text_1,Иран получит от России новые С-300 прямо с завода,text_2,1,class
1553,27554,id,37024,id_1,37025,id_2,СМИ: палестинские боевики подвергли ракетному обстрелу юг Израиля,text_1,Палестинские боевики нанесли ракетный удар по югу Израиля,text_2,1,class
1560,27563,id,37037,id_1,37038,id_2,Парламент Мадагаскара объявил импичмент действующему президенту,text_1,Мадагаскарский парламент объявил импичмент президенту,text_2,1,class
1566,27569,id,37045,id_1,37046,id_2,СМИ: ИГ выделяет своим боевикам по 500 долларов в случае женитьбы,text_1,"СМИ: Боевики ""ИГ"" получают после свадьбы по 500 долларов",text_2,1,class
1568,27571,id,37048,id_1,37047,id_2,Первый серийный атомный ледокол для Арктики заложат в Петербурге,text_1,В Петербурге заложат первый серийный атомный ледокол проекта 22220,text_2,1,class
1569,27572,id,37000,id_1,37047,id_2,В Петербурге заложат серийный атомный ледокол для Арктики,text_1,В Петербурге заложат первый серийный атомный ледокол проекта 22220,text_2,1,class
1575,27579,id,37061,id_1,37062,id_2,Олимпийский огонь впервые доставили в Грузию,text_1,Олимпийский огонь из Афин впервые доставлен в Грузию,text_2,1,class
1578,27585,id,37067,id_1,37068,id_2,Пятнадцать человек стали жертвами наводнений в США,text_1,Жертвами наводнений в США стали 15 человек,text_2,1,class
1581,27588,id,37073,id_1,37074,id_2,"Боевики, напавшие на дипломатический квартал в Кабуле, ликвидированы",text_1,Напавшие на дипквартал в Кабуле боевики уничтожены,text_2,1,class
1588,27597,id,37032,id_1,37081,id_2,Подписан указ об утверждении Стратегии нацбезопасности Украины,text_1,Порошенко утвердил стратегию нацбезопасности Украины,text_2,1,class
1591,27600,id,37079,id_1,37082,id_2,СМИ: ряд чиновников ФИФА арестован в Цюрихе по обвинению в коррупции,text_1,В Швейцарии по обвинению в коррупции арестовали чиновников FIFA,text_2,1,class
1594,27634,id,37087,id_1,37088,id_2,ВИЧ-инфицированные граждане проводят митинг у кабмина Украины в Киеве,text_1,У кабмина Украины начался митинг ВИЧ-инфицированных,text_2,1,class
1598,27640,id,37094,id_1,37095,id_2,В Москве повар детсада содержал наркопритон,text_1,В Москве больной гепатитом повар детсада содержал наркопритон,text_2,1,class
1601,27643,id,37100,id_1,37098,id_2,Доллар тестирует уровень в 51 рубль впервые за две недели,text_1,Биржевой курс доллара поднялся выше 51 руб. впервые за две недели,text_2,1,class
1608,27652,id,37096,id_1,37112,id_2,СМИ: Кира Найтли родила первенца,text_1,СМИ: Актриса Кира Найтли родила первенца,text_2,1,class
